name	acquisition.price_amount	image.available_sizes[1]	image.available_sizes[1][1]	_id
"Ferrazzi Greenlight"		 [ [ 250, 37 ], "assets/images/resized/0011/7708/117708v1-max-250x250.jpg" ]	 "assets/images/resized/0011/7708/117708v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2a4" }
"Hitchsters"		 [ [ 250, 60 ], "assets/images/resized/0002/8241/28241v1-max-250x250.png" ]	 "assets/images/resized/0002/8241/28241v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2a5" }
"Plugola"		 [ [ 250, 66 ], "assets/images/resized/0002/8243/28243v2-max-250x250.png" ]	 "assets/images/resized/0002/8243/28243v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2a6" }
"World On-Demand"		 [ [ 236, 56 ], "assets/images/resized/0002/8244/28244v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8244/28244v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2a7" }
"Govit"		 [ [ 250, 63 ], "assets/images/resized/0004/0185/40185v1-max-250x250.png" ]	 "assets/images/resized/0004/0185/40185v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2a8" }
"Net Marketing"				{ "$oid" : "52cdef7e4bab8bd67529a2a9" }
"Jaincotech"		 [ [ 250, 35 ], "assets/images/resized/0002/8258/28258v2-max-250x250.png" ]	 "assets/images/resized/0002/8258/28258v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2aa" }
"Internet Cashback"		 [ [ 250, 71 ], "assets/images/resized/0002/8266/28266v2-max-250x250.png" ]	 "assets/images/resized/0002/8266/28266v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ab" }
"LINKBYNET"		 [ [ 151, 79 ], "assets/images/resized/0002/8282/28282v2-max-250x250.png" ]	 "assets/images/resized/0002/8282/28282v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ac" }
"Zone-ViP Network"		 [ [ 215, 30 ], "assets/images/resized/0003/5423/35423v4-max-250x250.png" ]	 "assets/images/resized/0003/5423/35423v4-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ad" }
"CEGID"		 [ [ 152, 53 ], "assets/images/resized/0004/0188/40188v1-max-250x250.png" ]	 "assets/images/resized/0004/0188/40188v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ae" }
"MagmaWave"		 [ [ 250, 74 ], "assets/images/resized/0002/8284/28284v2-max-250x250.png" ]	 "assets/images/resized/0002/8284/28284v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2af" }
"Ealbeni"		 [ [ 191, 58 ], "assets/images/resized/0002/8287/28287v2-max-250x250.png" ]	 "assets/images/resized/0002/8287/28287v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2b0" }
"Seen Creative"				{ "$oid" : "52cdef7e4bab8bd67529a2b1" }
"Lion Burger"		 [ [ 243, 102 ], "assets/images/resized/0002/8291/28291v2-max-250x250.png" ]	 "assets/images/resized/0002/8291/28291v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2b2" }
"doctor SIM"		 [ [ 98, 115 ], "assets/images/resized/0002/8292/28292v1-max-250x250.jpg" ]	 "assets/images/resized/0002/8292/28292v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2b3" }
"ecoia"		 [ [ 250, 156 ], "assets/images/resized/0002/8295/28295v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8295/28295v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2b4" }
"National Semiconductor"	6500000000	 [ [ 159, 49 ], "assets/images/resized/0005/7064/57064v1-max-250x250.png" ]	 "assets/images/resized/0005/7064/57064v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2b5" }
"Symyx"	null	 [ [ 153, 44 ], "assets/images/resized/0005/0513/50513v1-max-250x250.png" ]	 "assets/images/resized/0005/0513/50513v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2b6" }
"John Deere"		 [ [ 204, 46 ], "assets/images/resized/0010/0660/100660v1-max-250x250.png" ]	 "assets/images/resized/0010/0660/100660v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2b7" }
"KLA Tencor"		 [ [ 158, 47 ], "assets/images/resized/0008/7808/87808v1-max-250x250.png" ]	 "assets/images/resized/0008/7808/87808v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2b8" }
"The Jonah Group"		 [ [ 250, 105 ], "assets/images/resized/0002/8306/28306v5-max-250x250.jpg" ]	 "assets/images/resized/0002/8306/28306v5-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2b9" }
"TubeSpree"		 [ [ 250, 62 ], "assets/images/resized/0002/8310/28310v2-max-250x250.png" ]	 "assets/images/resized/0002/8310/28310v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ba" }
"GlobalCrypto"		 [ [ 250, 112 ], "assets/images/resized/0002/8312/28312v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8312/28312v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2bb" }
"Logisuite"		 [ [ 165, 69 ], "assets/images/resized/0002/8316/28316v2-max-250x250.png" ]	 "assets/images/resized/0002/8316/28316v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2bc" }
"Saturn Media"				{ "$oid" : "52cdef7e4bab8bd67529a2bd" }
"Tarvis Technology"				{ "$oid" : "52cdef7e4bab8bd67529a2be" }
"Axial Technologies"		 [ [ 250, 51 ], "assets/images/resized/0006/4257/64257v1-max-250x250.png" ]	 "assets/images/resized/0006/4257/64257v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2bf" }
"Creative Coefficient"		 [ [ 250, 43 ], "assets/images/resized/0007/4910/74910v2-max-250x250.png" ]	 "assets/images/resized/0007/4910/74910v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2c0" }
"ObsesionW3C"				{ "$oid" : "52cdef7e4bab8bd67529a2c1" }
"PlayerAuctions"		 [ [ 250, 187 ], "assets/images/resized/0002/8321/28321v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8321/28321v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2c2" }
"TroopTube"		 [ [ 180, 82 ], "assets/images/resized/0002/8322/28322v1-max-250x250.png" ]	 "assets/images/resized/0002/8322/28322v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2c3" }
"Business-Cards"		 [ [ 206, 82 ], "assets/images/resized/0002/8421/28421v1-max-250x250.jpg" ]	 "assets/images/resized/0002/8421/28421v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2c4" }
"Bitwire Media"		 [ [ 189, 80 ], "assets/images/resized/0002/8422/28422v3-max-250x250.png" ]	 "assets/images/resized/0002/8422/28422v3-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2c5" }
"CaptainU"		 [ [ 250, 111 ], "assets/images/resized/0002/8327/28327v4-max-250x250.png" ]	 "assets/images/resized/0002/8327/28327v4-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2c6" }
"ForGrabs"		 [ [ 201, 49 ], "assets/images/resized/0002/8331/28331v2-max-250x250.png" ]	 "assets/images/resized/0002/8331/28331v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2c7" }
"CopaCast"		 [ [ 250, 83 ], "assets/images/resized/0002/8550/28550v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8550/28550v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2c8" }
"A Unique Presentation"		 [ [ 250, 77 ], "assets/images/resized/0002/8425/28425v2-max-250x250.png" ]	 "assets/images/resized/0002/8425/28425v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2c9" }
"Quic Solv"		 [ [ 250, 105 ], "assets/images/resized/0004/0190/40190v1-max-250x250.png" ]	 "assets/images/resized/0004/0190/40190v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ca" }
"QuicSolv"				{ "$oid" : "52cdef7e4bab8bd67529a2cb" }
"Sneha"				{ "$oid" : "52cdef7e4bab8bd67529a2cc" }
"GENEVA SOFTWARE TECHNOLOGIES LTD"		 [ [ 91, 73 ], "assets/images/resized/0004/0192/40192v1-max-250x250.png" ]	 "assets/images/resized/0004/0192/40192v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2cd" }
"Yocial"		 [ [ 90, 40 ], "assets/images/resized/0002/8347/28347v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8347/28347v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2ce" }
"RAM Mobile Data"		 [ [ 155, 60 ], "assets/images/resized/0004/0196/40196v1-max-250x250.jpg" ]	 "assets/images/resized/0004/0196/40196v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2cf" }
"Aghreni Technologies"		 [ [ 120, 36 ], "assets/images/resized/0002/9955/29955v2-max-250x250.png" ]	 "assets/images/resized/0002/9955/29955v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2d0" }
"AstraZeneca"		 [ [ 176, 44 ], "assets/images/resized/0006/4083/64083v1-max-250x250.png" ]	 "assets/images/resized/0006/4083/64083v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2d1" }
"Volksbank"				{ "$oid" : "52cdef7e4bab8bd67529a2d2" }
"Kraft"				{ "$oid" : "52cdef7e4bab8bd67529a2d3" }
"Flash Games Den"		 [ [ 250, 75 ], "assets/images/resized/0002/8359/28359v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8359/28359v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2d4" }
"fruux"		 [ [ 250, 92 ], "assets/images/resized/0002/8446/28446v2-max-250x250.png" ]	 "assets/images/resized/0002/8446/28446v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2d5" }
"Flipswap"		 [ [ 250, 158 ], "assets/images/resized/0002/8363/28363v1-max-250x250.png" ]	 "assets/images/resized/0002/8363/28363v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2d6" }
"Daily Challenge"		 [ [ 250, 80 ], "assets/images/resized/0002/9028/29028v2-max-250x250.png" ]	 "assets/images/resized/0002/9028/29028v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2d7" }
"AW Solutions"		 [ [ 250, 38 ], "assets/images/resized/0002/8372/28372v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8372/28372v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2d8" }
"Shop4cloth"		 [ [ 151, 95 ], "assets/images/resized/0004/0198/40198v1-max-250x250.png" ]	 "assets/images/resized/0004/0198/40198v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2d9" }
"NineSigma"		 [ [ 250, 46 ], "assets/images/resized/0006/8776/68776v1-max-250x250.jpg" ]	 "assets/images/resized/0006/8776/68776v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2da" }
"InnoCentive"		 [ [ 187, 31 ], "assets/images/resized/0002/8373/28373v6-max-250x250.png" ]	 "assets/images/resized/0002/8373/28373v6-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2db" }
"Cassatt"	null			{ "$oid" : "52cdef7e4bab8bd67529a2dc" }
"Tata Interactive Systems"		 [ [ 250, 94 ], "assets/images/resized/0006/6276/66276v1-max-250x250.png" ]	 "assets/images/resized/0006/6276/66276v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2dd" }
"Allen Interactions"		 [ [ 210, 81 ], "assets/images/resized/0010/8165/108165v2-max-250x250.jpg" ]	 "assets/images/resized/0010/8165/108165v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2de" }
"Noggin Labs"				{ "$oid" : "52cdef7e4bab8bd67529a2df" }
"Option 6"				{ "$oid" : "52cdef7e4bab8bd67529a2e0" }
"Sportacular"	null			{ "$oid" : "52cdef7e4bab8bd67529a2e1" }
"g2One"	null	 [ [ 160, 90 ], "assets/images/resized/0002/8390/28390v1-max-250x250.png" ]	 "assets/images/resized/0002/8390/28390v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2e2" }
"e-dialog"	157000000	 [ [ 88, 32 ], "assets/images/resized/0002/8545/28545v2-max-250x250.png" ]	 "assets/images/resized/0002/8545/28545v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2e3" }
"KeyStream"		 [ [ 211, 60 ], "assets/images/resized/0002/8393/28393v1-max-250x250.png" ]	 "assets/images/resized/0002/8393/28393v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2e4" }
"Newsified"		 [ [ 250, 33 ], "assets/images/resized/0002/8395/28395v2-max-250x250.png" ]	 "assets/images/resized/0002/8395/28395v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2e5" }
"DataOnline Corp (2005)"				{ "$oid" : "52cdef7e4bab8bd67529a2e6" }
"Eventech Office Systems (1994)"				{ "$oid" : "52cdef7e4bab8bd67529a2e7" }
"DeepDyve"		 [ [ 240, 64 ], "assets/images/resized/0002/8400/28400v1-max-250x250.jpg" ]	 "assets/images/resized/0002/8400/28400v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2e8" }
"Discovery Networks"		 [ [ 208, 64 ], "assets/images/resized/0030/7603/307603v1-max-250x250.png" ]	 "assets/images/resized/0030/7603/307603v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2e9" }
"Newzwag"		 [ [ 250, 56 ], "assets/images/resized/0003/6392/36392v2-max-250x250.png" ]	 "assets/images/resized/0003/6392/36392v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ea" }
"Revel Industries"		 [ [ 250, 27 ], "assets/images/resized/0009/8093/98093v1-max-250x250.png" ]	 "assets/images/resized/0009/8093/98093v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2eb" }
"Big Noise PR"		 [ [ 250, 131 ], "assets/images/resized/0002/8628/28628v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8628/28628v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2ec" }
"Haydon Innovation"		 [ [ 250, 73 ], "assets/images/resized/0003/7748/37748v2-max-250x250.jpg" ]	 "assets/images/resized/0003/7748/37748v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2ed" }
"FitChicken"		 [ [ 250, 134 ], "assets/images/resized/0003/0337/30337v2-max-250x250.jpg" ]	 "assets/images/resized/0003/0337/30337v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2ee" }
"GroupTable"		 [ [ 250, 58 ], "assets/images/resized/0002/8408/28408v5-max-250x250.png" ]	 "assets/images/resized/0002/8408/28408v5-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ef" }
"DreamBank"		 [ [ 250, 175 ], "assets/images/resized/0004/0200/40200v1-max-250x250.jpg" ]	 "assets/images/resized/0004/0200/40200v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2f0" }
"Allure Media"		 [ [ 219, 135 ], "assets/images/resized/0002/8792/28792v2-max-250x250.png" ]	 "assets/images/resized/0002/8792/28792v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2f1" }
"WeTxt"		 [ [ 200, 145 ], "assets/images/resized/0002/8419/28419v2-max-250x250.png" ]	 "assets/images/resized/0002/8419/28419v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2f2" }
"Automatic"		 [ [ 250, 59 ], "assets/images/resized/0002/8428/28428v2-max-250x250.png" ]	 "assets/images/resized/0002/8428/28428v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2f3" }
"AME Info"				{ "$oid" : "52cdef7e4bab8bd67529a2f4" }
"Tenantplus"		 [ [ 236, 62 ], "assets/images/resized/0004/0204/40204v1-max-250x250.png" ]	 "assets/images/resized/0004/0204/40204v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2f5" }
"Zensoft Studios"		 [ [ 200, 181 ], "assets/images/resized/0002/8434/28434v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8434/28434v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2f6" }
"Planet Metrics"		 [ [ 239, 70 ], "assets/images/resized/0002/8437/28437v1-max-250x250.png" ]	 "assets/images/resized/0002/8437/28437v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2f7" }
"Tunes Network"				{ "$oid" : "52cdef7e4bab8bd67529a2f8" }
"Zubican"	null	 [ [ 216, 84 ], "assets/images/resized/0002/8443/28443v2-max-250x250.png" ]	 "assets/images/resized/0002/8443/28443v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2f9" }
"iGOA"		 [ [ 250, 99 ], "assets/images/resized/0002/8447/28447v2-max-250x250.png" ]	 "assets/images/resized/0002/8447/28447v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2fa" }
"Excite Europe"	2500000			{ "$oid" : "52cdef7e4bab8bd67529a2fb" }
"Populis"		 [ [ 232, 82 ], "assets/images/resized/0003/7213/37213v5-max-250x250.jpg" ]	 "assets/images/resized/0003/7213/37213v5-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2fc" }
"AtlasCT"		 [ [ 250, 95 ], "assets/images/resized/0002/8457/28457v2-max-250x250.png" ]	 "assets/images/resized/0002/8457/28457v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2fd" }
"Illumix Software"		 [ [ 152, 68 ], "assets/images/resized/0004/0206/40206v1-max-250x250.jpg" ]	 "assets/images/resized/0004/0206/40206v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a2fe" }
"How2Manual"		 [ [ 250, 42 ], "assets/images/resized/0004/0208/40208v1-max-250x250.png" ]	 "assets/images/resized/0004/0208/40208v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a2ff" }
"ZOOZ Mobile"		 [ [ 250, 181 ], "assets/images/resized/0002/8467/28467v6-max-250x250.jpg" ]	 "assets/images/resized/0002/8467/28467v6-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a300" }
"Imagine Golf Club"		 [ [ 155, 91 ], "assets/images/resized/0002/8468/28468v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8468/28468v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a301" }
"Quantrix"		 [ [ 157, 111 ], "assets/images/resized/0002/8470/28470v2-max-250x250.png" ]	 "assets/images/resized/0002/8470/28470v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a302" }
"SpiceCSM"		 [ [ 224, 86 ], "assets/images/resized/0002/8472/28472v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8472/28472v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a303" }
"QuickArrow"	19400000	 [ [ 175, 58 ], "assets/images/resized/0006/3102/63102v1-max-250x250.png" ]	 "assets/images/resized/0006/3102/63102v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a304" }
"ChangePoint"				{ "$oid" : "52cdef7e4bab8bd67529a305" }
"@Task"				{ "$oid" : "52cdef7e4bab8bd67529a306" }
"Projux"				{ "$oid" : "52cdef7e4bab8bd67529a307" }
"SharpOwl"				{ "$oid" : "52cdef7e4bab8bd67529a308" }
"Journyx"		 [ [ 173, 85 ], "assets/images/resized/0008/7900/87900v1-max-250x250.jpg" ]	 "assets/images/resized/0008/7900/87900v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a309" }
"Autotask"		 [ [ 211, 51 ], "assets/images/resized/0006/5002/65002v1-max-250x250.png" ]	 "assets/images/resized/0006/5002/65002v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a30a" }
"Projector PSA"		 [ [ 100, 36 ], "assets/images/resized/0004/0210/40210v3-max-250x250.png" ]	 "assets/images/resized/0004/0210/40210v3-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a30b" }
"Sapient"	null	 [ [ 250, 85 ], "assets/images/resized/0006/7129/67129v4-max-250x250.jpg" ]	 "assets/images/resized/0006/7129/67129v4-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a30c" }
"Vebra"		 [ [ 250, 50 ], "assets/images/resized/0006/5883/65883v1-max-250x250.jpg" ]	 "assets/images/resized/0006/5883/65883v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a30d" }
"Property Owl"		 [ [ 234, 70 ], "assets/images/resized/0002/8476/28476v2-max-250x250.png" ]	 "assets/images/resized/0002/8476/28476v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a30e" }
"Upper Quadrant"		 [ [ 250, 59 ], "assets/images/resized/0033/0978/330978v1-max-250x250.png" ]	 "assets/images/resized/0033/0978/330978v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a30f" }
"BitLeap"	null	 [ [ 250, 133 ], "assets/images/resized/0002/8486/28486v1-max-250x250.png" ]	 "assets/images/resized/0002/8486/28486v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a310" }
"Wayport"	275000000	 [ [ 129, 60 ], "assets/images/resized/0002/8479/28479v1-max-250x250.jpg" ]	 "assets/images/resized/0002/8479/28479v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a311" }
"AutoInq"		 [ [ 250, 58 ], "assets/images/resized/0002/8478/28478v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8478/28478v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a312" }
"WISEOZ"		 [ [ 186, 69 ], "assets/images/resized/0003/1279/31279v2-max-250x250.png" ]	 "assets/images/resized/0003/1279/31279v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a313" }
"Invictus Technology"		 [ [ 225, 80 ], "assets/images/resized/0002/8485/28485v2-max-250x250.png" ]	 "assets/images/resized/0002/8485/28485v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a314" }
"One True Media"		 [ [ 100, 100 ], "assets/images/resized/0002/8488/28488v33-max-250x250.png" ]	 "assets/images/resized/0002/8488/28488v33-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a315" }
"GeckoGo"		 [ [ 250, 62 ], "assets/images/resized/0002/8489/28489v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8489/28489v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a316" }
"Everest Group"		 [ [ 250, 92 ], "assets/images/resized/0015/9138/159138v1-max-250x250.jpg" ]	 "assets/images/resized/0015/9138/159138v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a317" }
"Easy Bill Online"		 [ [ 250, 64 ], "assets/images/resized/0002/8491/28491v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8491/28491v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a318" }
"Machinima"		 [ [ 250, 203 ], "assets/images/resized/0002/8492/28492v3-max-250x250.png" ]	 "assets/images/resized/0002/8492/28492v3-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a319" }
"aladom"		 [ [ 250, 68 ], "assets/images/resized/0004/0213/40213v1-max-250x250.png" ]	 "assets/images/resized/0004/0213/40213v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a31a" }
"Finacity"		 [ [ 160, 63 ], "assets/images/resized/0011/7875/117875v1-max-250x250.jpg" ]	 "assets/images/resized/0011/7875/117875v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a31b" }
"Gap"		 [ [ 174, 69 ], "assets/images/resized/0012/2707/122707v1-max-250x250.jpg" ]	 "assets/images/resized/0012/2707/122707v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a31c" }
"The Green Lake Group"				{ "$oid" : "52cdef7e4bab8bd67529a31d" }
"Purity Products"		 [ [ 250, 47 ], "assets/images/resized/0002/8497/28497v4-max-250x250.jpg" ]	 "assets/images/resized/0002/8497/28497v4-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a31e" }
"As It Is"		 [ [ 157, 230 ], "assets/images/resized/0002/8500/28500v2-max-250x250.png" ]	 "assets/images/resized/0002/8500/28500v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a31f" }
"I-Cubed Web Design"		 [ [ 140, 200 ], "assets/images/resized/0002/8501/28501v2-max-250x250.png" ]	 "assets/images/resized/0002/8501/28501v2-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a320" }
"Illuminex"	null	 [ [ 199, 151 ], "assets/images/resized/0005/4715/54715v3-max-250x250.jpg" ]	 "assets/images/resized/0005/4715/54715v3-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a321" }
"Poonam Comp"				{ "$oid" : "52cdef7e4bab8bd67529a322" }
"Trustpilot"		 [ [ 158, 31 ], "assets/images/resized/0002/8527/28527v1-max-250x250.png" ]	 "assets/images/resized/0002/8527/28527v1-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a323" }
"FamilyCam Limited"		 [ [ 250, 83 ], "assets/images/resized/0002/8532/28532v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8532/28532v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a324" }
"Infopromotions"				{ "$oid" : "52cdef7e4bab8bd67529a325" }
"Pilot Systems"		 [ [ 250, 70 ], "assets/images/resized/0002/8534/28534v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8534/28534v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a326" }
"Collabor"		 [ [ 165, 45 ], "assets/images/resized/0002/8536/28536v5-max-250x250.png" ]	 "assets/images/resized/0002/8536/28536v5-max-250x250.png" 	{ "$oid" : "52cdef7e4bab8bd67529a327" }
"pickrset"		 [ [ 244, 64 ], "assets/images/resized/0002/8541/28541v2-max-250x250.jpg" ]	 "assets/images/resized/0002/8541/28541v2-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a328" }
"Noterik"		 [ [ 250, 57 ], "assets/images/resized/0002/8543/28543v4-max-250x250.jpg" ]	 "assets/images/resized/0002/8543/28543v4-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a329" }
"NanoMas Technologies"		 [ [ 250, 206 ], "assets/images/resized/0002/8547/28547v1-max-250x250.jpg" ]	 "assets/images/resized/0002/8547/28547v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a32a" }
"JennisMedia"				{ "$oid" : "52cdef7e4bab8bd67529a32b" }
"SouthernOne"				{ "$oid" : "52cdef7e4bab8bd67529a32c" }
"DotRage"		 [ [ 250, 110 ], "assets/images/resized/0011/2436/112436v1-max-250x250.jpg" ]	 "assets/images/resized/0011/2436/112436v1-max-250x250.jpg" 	{ "$oid" : "52cdef7e4bab8bd67529a32d" }
"365 Creative"				{ "$oid" : "52cdef7e4bab8bd67529a32e" }
